area_type,availability,location,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1452.0,3.0,3.0,60.0,3.0,4132.231404958678
Super built-up  Area,18-Jan,Sarjapur  Road,SJityaz,702.0,1.0,1.0,52.0,1.0,7407.407407407408
Super built-up  Area,18-May,Devanahalli,Derdsig,1340.0,2.0,1.0,65.0,2.0,4850.746268656716
Super built-up  Area,Ready To Move,other,ARnamru,1160.0,2.0,1.0,40.53,2.0,3493.9655172413795
Built-up  Area,Ready To Move,other,DSestil,1050.0,2.0,1.0,50.0,2.0,4761.9047619047615
Super built-up  Area,19-Dec,JP Nagar,Shestut,1960.0,3.0,1.0,138.0,3.0,7040.816326530612
Super built-up  Area,Ready To Move,Electronic City,MavanK ,975.0,2.0,1.0,32.0,2.0,3282.051282051282
Super built-up  Area,Ready To Move,Kudlu,MJinala,1700.0,3.0,3.0,125.0,3.0,7352.941176470588
Built-up  Area,Ready To Move,other,Viium E,1275.0,2.0,3.0,69.0,2.0,5411.764705882353
Super built-up  Area,Ready To Move,Kasavanhalli,HMonymp,1495.0,2.0,2.0,110.0,2.0,7357.859531772575
Super built-up  Area,Ready To Move,Hebbal,Srntsha,1200.0,2.0,2.0,48.0,2.0,4000.0
Super built-up  Area,19-Mar,Hennur Road,Puachal,1679.0,3.0,2.0,94.86,3.0,5649.791542584872
Super built-up  Area,18-Nov,Balagere,Soresea,1210.0,2.0,1.0,82.0,2.0,6776.859504132231
Super built-up  Area,Ready To Move,other,ETens G,1623.0,3.0,3.0,155.0,3.0,9550.215650030807
Super built-up  Area,Ready To Move,Channasandra,Unm 2El,1115.0,2.0,1.0,35.8,2.0,3210.7623318385645
Super built-up  Area,18-Apr,Electronics City Phase 1,Shitt S,1170.0,2.0,1.0,62.0,2.0,5299.145299145299
Built-up  Area,Ready To Move,KR Puram,Caxusnd,2065.0,4.0,0.0,248.0,4.0,12009.685230024214
Super built-up  Area,Ready To Move,other,SoncyRe,1245.0,2.0,1.0,55.0,2.0,4417.6706827309235
Built-up  Area,19-Dec,Kanakapura,GoityEt,1017.0,2.0,1.0,66.0,2.0,6489.675516224189
Super built-up  Area,18-Mar,Sarjapur  Road,SJityaz,1242.0,2.0,1.0,75.0,2.0,6038.647342995169
Super built-up  Area,18-Mar,Yelahanka,Miitat ,1792.0,3.0,1.0,104.0,3.0,5803.571428571428
Super built-up  Area,Ready To Move,Electronic City,Sidin J,605.0,1.0,1.0,22.0,1.0,3636.3636363636365
Super built-up  Area,18-Dec,Electronics City Phase 1,Shitt S,1450.0,3.0,2.0,79.0,3.0,5448.275862068966
Plot  Area,Ready To Move,Bommenahalli,Prana S,1232.0,3.0,1.0,96.0,3.0,7792.207792207792
Super built-up  Area,18-Aug,Uttarahalli,DSera S,1065.0,2.0,1.0,42.6,2.0,4000.0
Super built-up  Area,Ready To Move,other,Prdenth,780.0,2.0,1.0,31.0,2.0,3974.358974358974
Super built-up  Area,Ready To Move,7th Phase JP Nagar,SrncyRe,1070.0,2.0,1.0,42.79,2.0,3999.0654205607475
Super built-up  Area,Ready To Move,Haralur Road,NRowse ,1464.0,3.0,2.0,56.0,3.0,3825.136612021858
Super built-up  Area,18-Oct,Ramagondanahalli,DNeremo,1910.0,3.0,2.0,150.0,3.0,7853.4031413612565
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1530.0,3.0,2.0,64.0,3.0,4183.006535947712
Built-up  Area,Ready To Move,Bhoganhalli,Pride S,2439.0,5.0,2.0,170.0,4.0,6970.069700697007
Super built-up  Area,Ready To Move,other,InhtsHe,1088.0,2.0,2.0,43.5,2.0,3998.1617647058824
Super built-up  Area,Ready To Move,Harlur,Prncyrn,1174.0,2.0,1.0,78.0,2.0,6643.9522998296425
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,Prllsan,1587.0,3.0,1.0,73.8,3.0,4650.283553875236
Super built-up  Area,Ready To Move,Yelahanka,Prensya,1304.0,2.0,1.0,69.97,2.0,5365.79754601227
Super built-up  Area,Ready To Move,Whitefield,DSe 2ie,1100.0,2.0,2.0,65.0,2.0,5909.090909090909
Super built-up  Area,18-May,Hennur Road,Puachal,1482.0,2.0,1.0,68.9,3.0,4649.122807017545
Super built-up  Area,Ready To Move,Kengeri,Sravema,1200.0,2.0,3.0,42.0,2.0,3500.0
Super built-up  Area,Ready To Move,other,PSterAs,1070.0,2.0,2.0,32.99,2.0,3083.177570093458
Super built-up  Area,Ready To Move,Whitefield,Bhentne,1100.0,2.0,1.0,46.5,2.0,4227.272727272727
Built-up  Area,Ready To Move,Whitefield,Hoensti,1270.0,2.0,2.0,65.0,3.0,5118.110236220473
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1246.0,2.0,1.0,69.0,2.0,5537.720706260032
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1529.0,3.0,3.0,51.77,3.0,3385.8731196860695
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1185.0,2.0,2.0,42.0,2.0,3544.3037974683543
Super built-up  Area,Ready To Move,other,Patri M,1319.0,3.0,1.0,37.75,3.0,2862.016679302502
Super built-up  Area,Ready To Move,other,Srsica ,991.0,2.0,0.0,64.0,2.0,6458.123107971745
Super built-up  Area,Ready To Move,Thanisandra,Pronyt ,662.0,1.0,0.0,38.0,1.0,5740.181268882176
Super built-up  Area,Ready To Move,other,Patri M,1319.0,3.0,1.0,42.0,3.0,3184.230477634572
Plot  Area,Ready To Move,Brookefield,Sotus L,2000.0,3.0,2.0,300.0,3.0,15000.0
Super built-up  Area,18-Sep,Chandapura,SunceEs,985.0,2.0,1.0,25.12,2.0,2550.253807106599
Super built-up  Area,Ready To Move,Bharathi Nagar,ReudePr,1349.0,2.0,2.0,56.7,2.0,4203.113417346182
Super built-up  Area,Ready To Move,HSR Layout,SrisePo,1844.0,3.0,3.0,95.0,3.0,5151.843817787419
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,1830.0,4.0,2.0,150.0,3.0,8196.72131147541
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,2275.0,4.0,2.0,185.0,3.0,8131.868131868132
Super built-up  Area,Ready To Move,other,Nehalri,2648.0,3.0,3.0,238.0,3.0,8987.915407854985
Built-up  Area,Ready To Move,other,Hoxiaa ,1455.0,2.0,1.0,45.0,3.0,3092.783505154639
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1295.0,2.0,1.0,55.47,2.0,4283.397683397683
Super built-up  Area,18-Apr,Nagavarapalya,PuonsSe,1788.0,3.0,1.0,164.0,3.0,9172.259507829978
Super built-up  Area,Ready To Move,Haralur Road,RInceeg,1243.0,2.0,1.0,46.0,2.0,3700.7240547063557
Super built-up  Area,Ready To Move,Yeshwanthpur,Goandn ,1855.0,3.0,3.0,140.0,3.0,7547.169811320755
Super built-up  Area,18-Aug,Kudlu Gate,Sanzaat,1850.0,3.0,2.0,120.0,3.0,6486.486486486487
Super built-up  Area,Ready To Move,Marathahalli,Cilip J,1315.0,2.0,2.0,60.0,3.0,4562.737642585551
Super built-up  Area,18-May,Whitefield,Prtates,1216.0,2.0,1.0,73.0,2.0,6003.289473684211
Super built-up  Area,Ready To Move,other,Soosea ,1721.0,3.0,2.0,93.0,3.0,5403.834979662986
Super built-up  Area,17-Nov,Sonnenahalli,Skacak ,1059.0,2.0,1.0,62.0,2.0,5854.579792256846
Built-up  Area,Ready To Move,other,Skesta ,1184.0,2.0,1.0,55.0,2.0,4645.27027027027
Super built-up  Area,Ready To Move,Koramangala,Proodt ,2223.0,3.0,2.0,300.0,3.0,13495.27665317139
Built-up  Area,Ready To Move,other,KSideas,1480.0,3.0,2.0,75.0,3.0,5067.5675675675675
Super built-up  Area,Ready To Move,other,Raellil,635.0,1.0,1.0,28.0,2.0,4409.4488188976375
Super built-up  Area,18-May,Hosa Road,SStusan,1143.0,2.0,1.0,34.2,2.0,2992.125984251969
Built-up  Area,Ready To Move,other,Prsisge,4800.0,4.0,3.0,420.0,4.0,8750.0
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3.0,2.0,251.0,3.0,15304.878048780487
Super built-up  Area,18-Apr,other,Asarkia,801.0,1.0,0.0,33.645,1.0,4200.374531835207
Super built-up  Area,18-Jan,Bellandur,NiCodCa,1685.0,3.0,3.0,101.0,3.0,5994.06528189911
Built-up  Area,Ready To Move,Banashankari,Sksia A,1540.0,3.0,3.0,80.0,3.0,5194.805194805195
Super built-up  Area,18-Jan,Thanisandra,Bhmesy ,1265.0,2.0,1.0,72.0,2.0,5691.699604743083
Built-up  Area,Ready To Move,other,SuodsAc,1300.0,2.0,1.0,80.0,3.0,6153.846153846154
Super built-up  Area,Ready To Move,other,Vaaldak,1009.0,2.0,1.0,65.0,2.0,6442.021803766105
Super built-up  Area,Ready To Move,Marsur,Asara S,497.0,1.0,1.0,20.0,2.0,4024.1448692152917
Super built-up  Area,Ready To Move,Hosakerehalli,Taonte ,2480.0,4.0,1.0,265.0,3.0,10685.483870967742
Built-up  Area,Ready To Move,Electronic City,VHistal,1142.0,2.0,0.0,35.0,2.0,3064.7985989492117
Super built-up  Area,Ready To Move,Electronic City,GMown E,1070.0,2.0,1.0,48.0,2.0,4485.981308411215
Super built-up  Area,18-May,Electronic City Phase II,Sryalan,1125.0,2.0,1.0,32.49,2.0,2888.0
Super built-up  Area,Ready To Move,Kasavanhalli,Doissa ,1575.0,2.0,3.0,85.0,2.0,5396.825396825397
Super built-up  Area,18-Dec,Hosa Road,SJerse ,1360.0,2.0,1.0,77.61,2.0,5706.617647058823
Super built-up  Area,18-May,Electronic City Phase II,Sryalan,1200.0,2.0,1.0,34.65,2.0,2887.5
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,2185.0,3.0,3.0,120.0,4.0,5491.990846681922
Built-up  Area,Ready To Move,other,Krton S,2400.0,4.0,3.0,135.0,4.0,5625.0
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1246.0,2.0,1.0,67.0,2.0,5377.2070626003215
Super built-up  Area,Ready To Move,Bannerghatta Road,Gundaa ,1012.0,2.0,1.0,45.0,2.0,4446.640316205534
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Brnia G,1130.0,2.0,2.0,85.0,2.0,7522.123893805309
Super built-up  Area,Ready To Move,Koramangala,Proodt ,1744.0,4.0,1.0,210.0,3.0,12041.284403669724
Super built-up  Area,18-Jul,Rajaji Nagar,ProdsWe,2733.0,5.0,2.0,259.0,4.0,9476.765459202341
Super built-up  Area,Ready To Move,Karuna Nagar,Ajnue A,1354.0,2.0,1.0,98.0,3.0,7237.81388478582
Super built-up  Area,Ready To Move,Brookefield,Stlomg ,1389.0,2.0,2.0,94.0,2.0,6767.458603311735
Plot  Area,Ready To Move,Sarjapur,Puodsm ,2970.0,3.0,3.0,130.0,4.0,4377.104377104377
Super built-up  Area,Ready To Move,Varthur,DSingSt,1738.0,2.0,1.0,57.35,2.0,3299.7698504027617
Super built-up  Area,Ready To Move,Marathahalli,Xeitaa ,1270.0,2.0,3.0,73.0,2.0,5748.031496062992
Super built-up  Area,18-May,Electronic City Phase II,SNbay G,1160.0,2.0,1.0,52.2,2.0,4500.0
Super built-up  Area,Ready To Move,Whitefield,Maoma P,1135.0,2.0,2.0,58.0,2.0,5110.132158590309
Super built-up  Area,Ready To Move,8th Phase JP Nagar,MBodsen,1224.0,2.0,2.0,48.95,3.0,3999.1830065359477
Built-up  Area,Ready To Move,Budigere,PrityTr,664.0,1.0,1.0,34.0,1.0,5120.481927710844
Super built-up  Area,Ready To Move,Electronic City,Itvir M,1160.0,2.0,2.0,42.0,3.0,3620.689655172414
Super built-up  Area,Ready To Move,Bharathi Nagar,FoapeWa,1328.0,2.0,2.0,69.0,2.0,5195.78313253012
Super built-up  Area,Ready To Move,other,Raave E,975.0,2.0,2.0,45.0,2.0,4615.384615384615
Built-up  Area,Ready To Move,other,RMcesa ,1907.0,2.0,1.0,200.0,3.0,10487.676979549029
Built-up  Area,Ready To Move,Malleshwaram,Beesta ,900.0,2.0,1.0,72.0,2.0,8000.0
Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,2330.0,5.0,1.0,175.0,4.0,7510.729613733905
Built-up  Area,Ready To Move,Munnekollal,JRarlPe,1222.0,3.0,2.0,95.0,3.0,7774.140752864158
Plot  Area,Ready To Move,other,Prleaou,4446.0,3.0,2.0,410.0,3.0,9221.772379667116
Super built-up  Area,Ready To Move,Sarjapur  Road,Ahriaup,2100.0,3.0,1.0,135.0,3.0,6428.571428571428
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,3335.0,4.0,3.0,290.0,4.0,8695.652173913044
Built-up  Area,18-Apr,Whitefield,Prtates,3150.0,3.0,1.0,290.0,3.0,9206.349206349207
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,1330.0,2.0,2.0,46.55,3.0,3500.0
Plot  Area,Ready To Move,Hosur Road,KrineAq,2000.0,4.0,1.0,130.0,4.0,6500.0
Super built-up  Area,18-Jun,Electronic City Phase II,Coomee ,1244.0,2.0,1.0,55.0,2.0,4421.221864951768
Super built-up  Area,Ready To Move,other,EsadeNS,1000.0,2.0,1.0,50.0,2.0,5000.0
Super built-up  Area,Ready To Move,other,Phens G,1000.0,2.0,2.0,35.0,2.0,3500.0
Super built-up  Area,19-Jun,Hebbal,Raard B,2630.0,5.0,0.0,188.0,4.0,7148.28897338403
Super built-up  Area,19-Jun,Hebbal,Raard B,2790.0,5.0,3.0,198.0,4.0,7096.774193548387
Super built-up  Area,Ready To Move,Seegehalli,Niowshi,1683.0,3.0,3.0,80.0,3.0,4753.416518122401
Built-up  Area,Ready To Move,Yelahanka,AdniaSk,1250.0,2.0,2.0,54.0,2.0,4320.0
Super built-up  Area,Ready To Move,Hennur Road,Maity W,1305.0,2.0,1.0,110.0,3.0,8429.11877394636
Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,1150.0,2.0,1.0,57.5,3.0,5000.0
Built-up  Area,Ready To Move,Kaggadasapura,Clsto C,1654.0,3.0,3.0,70.0,3.0,4232.1644498186215
Carpet  Area,Ready To Move,other,Trntska,4500.0,3.0,0.0,225.0,4.0,5000.0
Super built-up  Area,18-May,Kadugodi,Alestrb,1890.0,4.0,3.0,125.0,3.0,6613.756613756614
Super built-up  Area,Ready To Move,Chandapura,KHityry,750.0,1.0,1.0,18.5,2.0,2466.6666666666665
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Eladero,1680.0,3.0,3.0,130.0,3.0,7738.0952380952385
Super built-up  Area,18-Jul,Sarjapur  Road,PualeSk,1700.0,3.0,2.0,93.5,3.0,5500.0
Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,1595.0,3.0,1.0,105.0,3.0,6583.0721003134795
Super built-up  Area,19-Sep,Koramangala,Prood P,1866.0,4.0,2.0,245.0,3.0,13129.689174705252
Super built-up  Area,Ready To Move,Hebbal,RMudeat,3895.0,3.0,2.0,390.0,3.0,10012.836970474968
Super built-up  Area,Ready To Move,Dasanapura,Tavenew,545.0,2.0,1.0,22.34,2.0,4099.082568807339
Super built-up  Area,Ready To Move,Whitefield,Sriffhi,1185.0,2.0,2.0,56.0,2.0,4725.738396624472
Super built-up  Area,18-Aug,Chandapura,SuVue S,1025.0,2.0,2.0,27.68,2.0,2700.487804878049
Super built-up  Area,Ready To Move,Haralur Road,DSimaUl,1730.0,3.0,1.0,95.0,3.0,5491.329479768786
Super built-up  Area,19-Sep,Hennur Road,Orens G,1450.0,3.0,1.0,88.6,3.0,6110.3448275862065
Super built-up  Area,Ready To Move,Sarjapur  Road,Ceiti I,1862.0,4.0,1.0,110.0,3.0,5907.626208378088
Plot  Area,Ready To Move,Sarjapur  Road,Adeatlm,4000.0,5.0,1.0,578.0,4.0,14450.0
Built-up  Area,Ready To Move,Old Madras Road,Brica E,2430.0,5.0,2.0,180.0,3.0,7407.407407407408
Super built-up  Area,20-Sep,Hoodi,Ranuetz,863.0,1.0,0.0,40.55,1.0,4698.725376593278
Super built-up  Area,Ready To Move,other,Prionve,1075.0,2.0,2.0,50.0,2.0,4651.162790697675
Super built-up  Area,Ready To Move,Kodichikkanahalli,Niiewin,1060.0,2.0,1.0,34.0,2.0,3207.5471698113206
Super built-up  Area,Ready To Move,other,Sashaa ,935.0,2.0,1.0,45.9,2.0,4909.090909090909
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,1125.0,2.0,1.0,47.0,2.0,4177.777777777777
Built-up  Area,Ready To Move,Bannerghatta Road,Malmser,1725.0,3.0,3.0,85.0,3.0,4927.536231884058
Super built-up  Area,Ready To Move,Brookefield,Vaontos,1750.0,2.0,2.0,75.0,3.0,4285.714285714285
Built-up  Area,Ready To Move,Koramangala,Saa 2Ai,1745.0,3.0,3.0,98.0,3.0,5616.045845272206
Super built-up  Area,Ready To Move,Uttarahalli,Ayaya A,1270.0,2.0,2.0,55.25,3.0,4350.393700787402
Super built-up  Area,Ready To Move,Iblur Village,Emine P,5384.0,5.0,3.0,420.0,5.0,7800.891530460624
Super built-up  Area,Ready To Move,Sahakara Nagar,NCensun,1180.0,2.0,2.0,72.0,2.0,6101.6949152542375
Built-up  Area,Ready To Move,other,SwionMa,1130.0,2.0,1.0,75.0,2.0,6637.168141592921
Super built-up  Area,18-Dec,Old Airport Road,Jaades ,2774.0,4.0,3.0,197.0,4.0,7101.658255227109
Super built-up  Area,Ready To Move,Ardendale,SoystAm,1723.0,3.0,2.0,95.0,3.0,5513.6390017411495
Built-up  Area,Ready To Move,Mysore Road,PrntaEn,1175.0,2.0,2.0,70.5,2.0,6000.0
Super built-up  Area,Ready To Move,Ambalipura,Dimes E,1607.0,2.0,2.0,112.0,3.0,6969.508400746733
Built-up  Area,18-May,other,Ocuil T,1334.0,2.0,1.0,62.0,2.0,4647.67616191904
Super built-up  Area,19-Mar,Bellandur,NiCodCa,1138.0,3.0,2.0,128.0,3.0,11247.80316344464
Built-up  Area,Ready To Move,9th Phase JP Nagar,NaensGa,1300.0,2.0,2.0,58.0,3.0,4461.538461538462
Super built-up  Area,Ready To Move,Jakkur,Lecco C,5150.0,4.0,3.0,559.0,4.0,10854.368932038835
Super built-up  Area,18-May,Panathur,Prcesvy,1398.0,2.0,1.0,97.0,2.0,6938.483547925608
Built-up  Area,Ready To Move,other,Sarch M,1116.0,2.0,1.0,47.0,2.0,4211.469534050179
Super built-up  Area,Ready To Move,other,ARngsd ,1061.0,2.0,1.0,33.84,2.0,3189.4439208294066
Built-up  Area,Ready To Move,Yelahanka,Shana S,1270.0,2.0,2.0,57.0,2.0,4488.188976377953
Super built-up  Area,Ready To Move,Iblur Village,Emine P,3596.0,5.0,1.0,297.0,4.0,8259.176863181312
Super built-up  Area,Ready To Move,other,Veiewak,1202.0,2.0,1.0,65.0,2.0,5407.65391014975
Super built-up  Area,Ready To Move,Electronic City,GMown E,1360.0,2.0,1.0,70.0,3.0,5147.058823529412
Super built-up  Area,Ready To Move,Hennur Road,Mileeou,1155.0,2.0,1.0,69.18,2.0,5989.6103896103905
Super built-up  Area,Ready To Move,Hosakerehalli,Taonte ,2378.0,3.0,1.0,310.0,3.0,13036.164844407065
Super built-up  Area,Ready To Move,Hulimavu,MBrrySt,1011.0,2.0,2.0,38.0,2.0,3758.6547972304647
Built-up  Area,Ready To Move,HSR Layout,VaiewV ,1203.0,2.0,2.0,72.0,2.0,5985.037406483791
Super built-up  Area,19-Dec,Hebbal,Raard B,1645.0,3.0,2.0,113.0,3.0,6869.300911854103
Super built-up  Area,Ready To Move,Horamavu Agara,Honcyju,1364.0,2.0,3.0,50.0,3.0,3665.689149560117
Super built-up  Area,Ready To Move,Jigani,DLhtsen,1252.0,3.0,3.0,70.0,3.0,5591.054313099042
Super built-up  Area,Ready To Move,Jigani,DLhtsan,1221.0,3.0,2.0,65.0,3.0,5323.505323505324
Super built-up  Area,Ready To Move,Uttarahalli,Ayaya A,1270.0,2.0,1.0,55.25,3.0,4350.393700787402
Built-up  Area,Ready To Move,Sahakara Nagar,KVersuj,1032.0,2.0,2.0,45.0,2.0,4360.46511627907
Super built-up  Area,Ready To Move,other,NDivaOl,1515.0,2.0,3.0,69.0,3.0,4554.455445544554
Super built-up  Area,Ready To Move,other,Daganva,1427.0,2.0,2.0,52.0,2.0,3644.008409250175
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1460.0,2.0,2.0,80.0,3.0,5479.45205479452
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,2275.0,4.0,2.0,175.0,3.0,7692.307692307692
Super built-up  Area,21-Sep,9th Phase JP Nagar,Vasisvi,1522.0,3.0,2.0,90.0,3.0,5913.272010512484
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1185.0,2.0,2.0,42.67,2.0,3600.84388185654
Built-up  Area,Ready To Move,Banashankari,Bregae ,1800.0,3.0,2.0,125.0,3.0,6944.444444444444
Built-up  Area,Ready To Move,other,Viine P,1050.0,2.0,1.0,48.0,2.0,4571.428571428572
Super built-up  Area,Ready To Move,Subramanyapura,Prldsri,929.0,2.0,2.0,49.0,2.0,5274.48869752422
Super built-up  Area,Ready To Move,Whitefield,PaantPl,1530.0,3.0,3.0,75.0,3.0,4901.9607843137255
Built-up  Area,Ready To Move,other,Prowshi,4041.0,4.0,2.0,345.0,4.0,8537.490720118782
Super built-up  Area,Ready To Move,Electronic City,Palleon,635.0,1.0,0.0,28.0,1.0,4409.4488188976375
Super built-up  Area,Ready To Move,Whitefield,Arria G,1015.0,2.0,1.0,45.0,2.0,4433.4975369458125
Built-up  Area,Ready To Move,Hebbal,AraraSa,1175.0,2.0,0.0,54.05,2.0,4600.0
Built-up  Area,Ready To Move,other,Prsichi,1210.0,2.0,0.0,75.0,2.0,6198.347107438017
Plot  Area,18-Apr,Attibele,Goe 2me,1000.0,3.0,1.0,90.0,3.0,9000.0
Plot  Area,Ready To Move,Electronic City,Aroveth,1800.0,3.0,2.0,190.0,4.0,10555.555555555555
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1185.0,2.0,2.0,43.66,2.0,3684.3881856540083
Built-up  Area,Ready To Move,other,V2lasna,1600.0,3.0,3.0,130.0,3.0,8125.0
Super built-up  Area,Ready To Move,Yelahanka,Jatish ,1300.0,2.0,2.0,69.23,2.0,5325.384615384615
Super built-up  Area,Ready To Move,Kasavanhalli,MSopsw ,1100.0,2.0,1.0,68.0,2.0,6181.818181818182
Super built-up  Area,19-Apr,Ambalipura,Sisice ,860.0,2.0,1.0,28.93,2.0,3363.953488372093
Super built-up  Area,Ready To Move,Akshaya Nagar,SagasSa,1100.0,2.0,2.0,48.0,2.0,4363.636363636364
Super built-up  Area,Ready To Move,Whitefield,SMuilan,1187.0,2.0,1.0,38.0,2.0,3201.3479359730413
Super built-up  Area,Ready To Move,other,Vancyat,2400.0,3.0,2.0,252.0,3.0,10500.0
Super built-up  Area,Ready To Move,Budigere,PrityTr,1820.0,3.0,2.0,85.2,3.0,4681.318681318681
Built-up  Area,Ready To Move,other,KSideas,1430.0,3.0,2.0,70.0,3.0,4895.104895104895
Super built-up  Area,21-Jan,Kanakpura Road,PrarePa,700.0,2.0,1.0,40.0,2.0,5714.285714285715
Super built-up  Area,20-Dec,Old Madras Road,Shmes O,1165.0,2.0,1.0,40.77,2.0,3499.570815450644
Built-up  Area,18-Jul,Bellandur,NiCodCa,1685.0,3.0,3.0,115.0,3.0,6824.925816023739
Super built-up  Area,Ready To Move,Sarjapur  Road,Maantr ,1314.0,2.0,2.0,110.0,2.0,8371.38508371385
Built-up  Area,Ready To Move,other,AmthaIn,1130.0,2.0,2.0,68.0,2.0,6017.699115044248
Super built-up  Area,Ready To Move,Marathahalli,Valdsic,1550.0,3.0,2.0,85.0,3.0,5483.870967741936
Super built-up  Area,Ready To Move,Hoodi,SMaxyay,1715.0,2.0,2.0,100.0,3.0,5830.903790087464
Super built-up  Area,Ready To Move,Hennur Road,Koagati,1053.0,2.0,1.0,53.0,2.0,5033.2383665717
Super built-up  Area,Ready To Move,other,Seityen,1245.0,1.0,3.0,60.0,2.0,4819.277108433735
Super built-up  Area,Ready To Move,Koramangala,Proodt ,1320.0,2.0,1.0,160.0,2.0,12121.212121212122
Plot  Area,Ready To Move,Whitefield,PrOakSi,3940.0,5.0,3.0,265.0,4.0,6725.888324873096
Built-up  Area,Ready To Move,Thanisandra,Pronyt ,1241.0,2.0,1.0,65.0,3.0,5237.711522965351
Built-up  Area,Ready To Move,7th Phase JP Nagar,BriumMi,2980.0,4.0,2.0,260.0,3.0,8724.832214765102
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Vaw 1il,1090.0,2.0,2.0,57.0,2.0,5229.357798165138
Super built-up  Area,Ready To Move,other,ViisePa,1390.0,2.0,1.0,50.0,3.0,3597.122302158273
Super built-up  Area,Ready To Move,other,Leora D,2750.0,5.0,2.0,275.0,3.0,10000.0
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,1100.0,2.0,1.0,52.97,3.0,4815.454545454545
Built-up  Area,Ready To Move,Koramangala,HawerMa,1350.0,2.0,2.0,103.0,2.0,7629.62962962963
Super built-up  Area,Ready To Move,Sarjapur  Road,Klark L,1787.0,3.0,2.0,116.0,3.0,6491.326245103525
Super built-up  Area,Ready To Move,Haralur Road,Oznzaes,3700.0,4.0,2.0,325.0,4.0,8783.783783783783
Super built-up  Area,Ready To Move,Sarjapur  Road,Klark L,1691.0,3.0,2.0,93.01,3.0,5500.295683027794
Super built-up  Area,18-Jul,Bhoganhalli,Rosha I,2119.0,4.0,3.0,111.0,4.0,5238.319962246343
Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1896.0,3.0,2.0,102.0,3.0,5379.7468354430375
Super built-up  Area,17-Oct,other,Naiewre,1540.0,3.0,2.0,48.51,3.0,3150.0
Super built-up  Area,Ready To Move,Hormavu,Naandit,1365.0,2.0,2.0,65.0,3.0,4761.9047619047615
Super built-up  Area,18-May,Thanisandra,SaSkyBl,580.0,1.0,1.0,27.5,1.0,4741.379310344828
Super built-up  Area,18-Dec,Hebbal,Magiaya,1355.0,3.0,2.0,83.87,3.0,6189.667896678967
Super built-up  Area,Ready To Move,8th Phase JP Nagar,HMityld,1513.0,2.0,3.0,62.0,2.0,4097.818902842036
Super built-up  Area,17-Jan,Thanisandra,Soitya ,2087.0,4.0,2.0,139.0,3.0,6660.277910876856
Super built-up  Area,21-Dec,Talaghattapura,Sodgere,2273.0,3.0,2.0,145.0,3.0,6379.234491860977
Super built-up  Area,19-May,Thanisandra,G conTh,2050.0,3.0,2.0,150.0,3.0,7317.073170731707
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,1830.0,3.0,2.0,133.0,3.0,7267.75956284153
Super built-up  Area,Ready To Move,Sarjapur  Road,MamelKa,1028.0,2.0,1.0,56.0,2.0,5447.470817120623
Built-up  Area,Ready To Move,Old Madras Road,Sastaat,1300.0,2.0,2.0,100.0,2.0,7692.307692307692
Super built-up  Area,Ready To Move,Whitefield,Maoma P,1160.0,2.0,1.0,67.0,2.0,5775.862068965517
Super built-up  Area,Ready To Move,other,Smrryny,1100.0,2.0,2.0,57.6,2.0,5236.363636363636
Super built-up  Area,Ready To Move,other,PrBayGa,2159.0,3.0,2.0,120.0,3.0,5558.12876331635
Super built-up  Area,18-May,Devanahalli,Jurdsig,1230.0,2.0,1.0,56.45,2.0,4589.430894308943
Super built-up  Area,18-Jun,Old Madras Road,Brica E,5020.0,7.0,0.0,287.0,5.0,5717.131474103586
Super built-up  Area,Ready To Move,other,Chisei ,1340.0,2.0,1.0,71.0,2.0,5298.507462686567
